object_name,schema_name,object_type,status,validation_status,validation_error,created_timestamp
ld_gms_cnst_cdi_s_f_p_fr_email,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:27
ld_mbl_dntns_zero_dollar_insert,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:29
ld_pbi_bio_demogrphcs,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:30
ld_pbi_cfremappend,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:31
ld_pbi_entrprs_campgn_non_adb,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:33
ld_pbi_entrprs_campgn_results,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:36
ld_pbi_entrprs_campgn_smry,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:38
ld_pbi_model_perf_dashbrd,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:40
ld_pg_src_convrsn,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:41
ld_srvy_anvrsry_rspns_txt_norm,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:43
ld_srvy_anvrsry_vlntr_rspns_norm,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:44
ld_srvy_anvrsy_vlntr_rspns_all,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:46
ld_srvy_anvrsy_vlntr_rspns_cmnt,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:48
ld_srvy_anvrsy_vlntr_rspns_cmnt_curnt,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:50
ld_srvy_hsptl_respondents,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:51
ld_srvy_hsptl_rspns,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:54
ld_srvy_hsptl_rspns_txt,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:56
ld_srvy_new_anvrsy_vlntr_rspns,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:57
ld_srvy_new_vlntr_rspns_cmnt_curnt,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:03:59
ld_srvy_new_vlntr_rspns_norm,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:04:00
ld_srvy_new_vlntr_rspns_txt_norm,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:04:02
ld_suprsn_ts_cnst,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:04:03
ld_updt_cnst_mstr_id_updates,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:04:06
ld_updt_dm_campaign_hist,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:04:07
sp_adb_arcprefchangefr,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:04:13
sp_adb_nmsdelivery,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:04:20
sp_adb_nmstrackingurl,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:04:29
sp_adb_nmswebapplogrcpdata,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:04:34
sp_backup_dim_phone_campgn,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:04:47
sp_backup_dim_phone_script,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:04:49
updt_email_append_suprsn,mktg_ops_tbls,procedure,SUCCESS,N/A,,2025-12-19 13:05:00
